old,new,kind,note
datasheets/discrete-and-power/1N4148.pdf,datasheets/discrete-and-power/1N4148.pdf,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/discrete-and-power/1N4148W-DIOTEC.pdf,datasheets/discrete-and-power/1N4148W-DIOTEC.pdf,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/discrete-and-power/1N4148W.pdf,datasheets/discrete-and-power/1N4148W.pdf,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/discrete-and-power/1N5817.pdf,datasheets/discrete-and-power/1N5817.pdf,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/discrete-and-power/1N5822.pdf,datasheets/discrete-and-power/1N5822.pdf,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/discrete-and-power/B5819WS.pdf,datasheets/discrete-and-power/B5819WS.pdf,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/discrete-and-power/BAV99.pdf,datasheets/discrete-and-power/BAV99.pdf,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/discrete-and-power/ERA-3A-thin-film-0p1pct.pdf,datasheets/discrete-and-power/ERA-3A-thin-film-0p1pct.pdf,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/discrete-and-power/HI1206N601R-10-ferrite-bead.pdf,datasheets/discrete-and-power/HI1206N601R-10-ferrite-bead.pdf,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/discrete-and-power/LT1641-DC1354A-demo-manual.pdf,datasheets/discrete-and-power/LT1641-DC1354A-demo-manual.pdf,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/discrete-and-power/LT1641.pdf,datasheets/discrete-and-power/LT1641.pdf,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/discrete-and-power/MF-PSMF010X-polyfuse.pdf,datasheets/discrete-and-power/MF-PSMF010X-polyfuse.pdf,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/discrete-and-power/MI1206K601R-10-ferrite-bead.pdf,datasheets/discrete-and-power/MI1206K601R-10-ferrite-bead.pdf,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/discrete-and-power/R-78E5.0-1.0.pdf,datasheets/discrete-and-power/R-78E5.0-1.0.pdf,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/discrete-and-power/SMAJ15A.pdf,datasheets/discrete-and-power/SMAJ15A.pdf,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/discrete-and-power/SP0504BAHT.pdf,datasheets/discrete-and-power/SP0504BAHT.pdf,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/discrete-and-power/SS14.pdf,datasheets/discrete-and-power/SS14.pdf,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/discrete-and-power/SS34.pdf,datasheets/discrete-and-power/SS34.pdf,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/mechanical/EURORACK-3U-3HP-PANEL-apfaudio-pmod-r3.1.kicad_pcb,datasheets/mechanical/EURORACK-3U-3HP-PANEL-apfaudio-pmod-r3.1.kicad_pcb,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/mechanical/EURORACK-3U-PANEL-HP-TABLE-make_blanks.py,datasheets/mechanical/EURORACK-3U-PANEL-HP-TABLE-make_blanks.py,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/mechanical/GATERON-KS-33-3D.step,datasheets/mechanical/GATERON-KS-33-3D.step,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/mechanical/GATERON-KS-33-SW_KS33_1u.kicad_mod,datasheets/mechanical/GATERON-KS-33-SW_KS33_1u.kicad_mod,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/mechanical/GATERON-KS-33-SW_KS33_HS_KS-2P02B01-02_HS_1u.kicad_mod,datasheets/mechanical/GATERON-KS-33-SW_KS33_HS_KS-2P02B01-02_HS_1u.kicad_mod,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/mechanical/GATERON-KS-33-VENDOR-SPEC-DRAWING.pdf,datasheets/mechanical/GATERON-KS-33-VENDOR-SPEC-DRAWING.pdf,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/mechanical/GATERON-KS-33-ergogen-footprint.js,datasheets/mechanical/GATERON-KS-33-ergogen-footprint.js,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/mechanical/LILYGO-T-DISPLAY-S3-AMOLED-3D.stp,datasheets/mechanical/LILYGO-T-DISPLAY-S3-AMOLED-3D.stp,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/mechanical/LILYGO-T-DISPLAY-S3-AMOLED-OUTLINE.dxf,datasheets/mechanical/LILYGO-T-DISPLAY-S3-AMOLED-OUTLINE.dxf,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/mechanical/LILYGO-T-DISPLAY-S3-AMOLED-SCHEMATIC.pdf,datasheets/mechanical/LILYGO-T-DISPLAY-S3-AMOLED-SCHEMATIC.pdf,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/mechanical/WAVESHARE-ESP32-S3-MATRIX-SCHEMATIC.pdf,datasheets/mechanical/WAVESHARE-ESP32-S3-MATRIX-SCHEMATIC.pdf,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/mechanical/WAVESHARE-ESP32-S3-MATRIX-circuitpython-pins.c,datasheets/mechanical/WAVESHARE-ESP32-S3-MATRIX-circuitpython-pins.c,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/mechanical/WAVESHARE-ESP32-S3-MATRIX-dimensions.jpg,datasheets/mechanical/WAVESHARE-ESP32-S3-MATRIX-dimensions.jpg,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/mechanical/WAVESHARE-ESP32-S3-MATRIX-function-block.png,datasheets/mechanical/WAVESHARE-ESP32-S3-MATRIX-function-block.png,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/mechanical/WAVESHARE-ESP32-S3-MATRIX-pinout.png,datasheets/mechanical/WAVESHARE-ESP32-S3-MATRIX-pinout.png,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/mechanical/WS2815-worldsemi-datasheet.pdf,datasheets/mechanical/WS2815-worldsemi-datasheet.pdf,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/other-semi/74HC165-nexperia.pdf,datasheets/other-semi/74HC165-nexperia.pdf,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/other-semi/74HC165-onsemi.pdf,datasheets/other-semi/74HC165-onsemi.pdf,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/other-semi/74HC165-toshiba.pdf,datasheets/other-semi/74HC165-toshiba.pdf,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/other-semi/74HC165.pdf,datasheets/other-semi/74HC165.pdf,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/other-semi/LT5400.pdf,datasheets/other-semi/LT5400.pdf,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/other-semi/MCP3202-CI-SN.pdf,datasheets/other-semi/MCP3202-CI-SN.pdf,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/other-semi/ME6217C33M5G.pdf,datasheets/other-semi/ME6217C33M5G.pdf,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/other-semi/MPXV4006-AN1646.pdf,datasheets/other-semi/MPXV4006-AN1646.pdf,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/other-semi/MPXV4006DP.pdf,datasheets/other-semi/MPXV4006DP.pdf,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/other-semi/WS2812B-2020.pdf,datasheets/other-semi/WS2812B-2020.pdf,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/other-semi/WS2812B.pdf,datasheets/other-semi/WS2812B.pdf,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/other-semi/WS2812C.pdf,datasheets/other-semi/WS2812C.pdf,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/other-semi/WS2815.pdf,datasheets/other-semi/WS2815.pdf,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/other-semi/XL-0807RGBC-WS2812B-REV2024.pdf,datasheets/other-semi/XL-0807RGBC-WS2812B-REV2024.pdf,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/other-semi/XL-0807RGBC-WS2812B.pdf,datasheets/other-semi/XL-0807RGBC-WS2812B.pdf,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/texas-instruments/DAC8568CIPW.pdf,datasheets/texas-instruments/DAC8568CIPW.pdf,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/texas-instruments/INA828IDR.pdf,datasheets/texas-instruments/INA828IDR.pdf,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/texas-instruments/LM317LZ.pdf,datasheets/texas-instruments/LM317LZ.pdf,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/texas-instruments/OPA2197.pdf,datasheets/texas-instruments/OPA2197.pdf,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/texas-instruments/REF5050.pdf,datasheets/texas-instruments/REF5050.pdf,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
datasheets/texas-instruments/SN74AHCT125.pdf,datasheets/texas-instruments/SN74AHCT125.pdf,unmoved,datasheets/ moves whole or not at all; MANIFEST file column is relative to it
docs/decisions/0001-mcu-and-board-partitioning.md,docs/decisions/0001-mcu-and-board-partitioning.md,unmoved,
docs/decisions/0002-key-switches-and-mounting.md,docs/decisions/0002-key-switches-and-mounting.md,unmoved,
docs/decisions/0003-breath-sensing-path.md,docs/decisions/0003-breath-sensing-path.md,unmoved,
docs/decisions/0004-cv-interface-module.md,docs/decisions/0004-cv-interface-module.md,unmoved,
docs/decisions/0005-power-architecture.md,docs/decisions/0005-power-architecture.md,unmoved,
docs/decisions/0006-cv-channel-allocation.md,docs/decisions/0006-cv-channel-allocation.md,unmoved,
docs/decisions/0007-imu-selection.md,docs/decisions/0007-imu-selection.md,unmoved,
docs/decisions/0008-display-selection.md,docs/decisions/0008-display-selection.md,unmoved,
docs/decisions/0009-enclosure-construction.md,docs/decisions/0009-enclosure-construction.md,unmoved,
docs/decisions/0010-key-layout-as-data.md,docs/decisions/0010-key-layout-as-data.md,unmoved,
docs/decisions/0011-licensing.md,docs/decisions/0011-licensing.md,unmoved,
docs/decisions/0012-configuration-interface.md,docs/decisions/0012-configuration-interface.md,unmoved,
docs/decisions/0013-two-mcu-split.md,docs/decisions/0013-two-mcu-split.md,unmoved,
docs/decisions/0014-lighting.md,docs/decisions/0014-lighting.md,unmoved,
docs/decisions/README.md,docs/decisions/README.md,unmoved,
docs/log/2026-09-20-instrument-specification.md,docs/log/2026-09-20-instrument-specification.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/log/2026-09-20-project-kickoff.md,docs/log/2026-09-20-project-kickoff.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/log/2026-09-20-review-resolution.md,docs/log/2026-09-20-review-resolution.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/reference/ks33-geometry.md,docs/reference/ks33-geometry.md,unmoved,
docs/reference/latency-budget.md,docs/reference/latency-budget.md,unmoved,
docs/reference/pcb-pipeline.md,docs/reference/pcb-pipeline.md,unmoved,
docs/reference/repo-maintenance.md,docs/reference/repo-maintenance.md,unmoved,
docs/research/.gitkeep,docs/research/.gitkeep,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/research/2026-09-21-eurorack-prior-art/R1-pitch-output-stages.md,docs/research/2026-09-21-eurorack-prior-art/R1-pitch-output-stages.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/research/2026-09-21-eurorack-prior-art/R10-keyscan-and-adc.md,docs/research/2026-09-21-eurorack-prior-art/R10-keyscan-and-adc.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/research/2026-09-21-eurorack-prior-art/R2-bipolar-cv-outputs.md,docs/research/2026-09-21-eurorack-prior-art/R2-bipolar-cv-outputs.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/research/2026-09-21-eurorack-prior-art/R3-power-entry.md,docs/research/2026-09-21-eurorack-prior-art/R3-power-entry.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/research/2026-09-21-eurorack-prior-art/R4-jack-protection.md,docs/research/2026-09-21-eurorack-prior-art/R4-jack-protection.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/research/2026-09-21-eurorack-prior-art/R5-offboard-links.md,docs/research/2026-09-21-eurorack-prior-art/R5-offboard-links.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/research/2026-09-21-eurorack-prior-art/R6-breath-control.md,docs/research/2026-09-21-eurorack-prior-art/R6-breath-control.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/research/2026-09-21-eurorack-prior-art/R7-multichannel-dac.md,docs/research/2026-09-21-eurorack-prior-art/R7-multichannel-dac.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/research/2026-09-21-eurorack-prior-art/R8-calibration-practice.md,docs/research/2026-09-21-eurorack-prior-art/R8-calibration-practice.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/research/2026-09-21-eurorack-prior-art/R9-failsafe-supervision.md,docs/research/2026-09-21-eurorack-prior-art/R9-failsafe-supervision.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/research/2026-09-21-eurorack-prior-art/README.md,docs/research/2026-09-21-eurorack-prior-art/README.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-20-analog-design-review.md,docs/review/2026-09-20-analog-design-review.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-20-cold-review/A1-contradictions.md,docs/review/2026-09-20-cold-review/A1-contradictions.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-20-cold-review/A2-staleness.md,docs/review/2026-09-20-cold-review/A2-staleness.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-20-cold-review/A3-bom-consistency.md,docs/review/2026-09-20-cold-review/A3-bom-consistency.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-20-cold-review/B1-breath-frontend.md,docs/review/2026-09-20-cold-review/B1-breath-frontend.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-20-cold-review/B10-fault-abuse.md,docs/review/2026-09-20-cold-review/B10-fault-abuse.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-20-cold-review/B2-breath-link.md,docs/review/2026-09-20-cold-review/B2-breath-link.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-20-cold-review/B3-pitch-chain.md,docs/review/2026-09-20-cold-review/B3-pitch-chain.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-20-cold-review/B4-mod-channels.md,docs/review/2026-09-20-cold-review/B4-mod-channels.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-20-cold-review/B5-module-power.md,docs/review/2026-09-20-cold-review/B5-module-power.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-20-cold-review/B6-instrument-power.md,docs/review/2026-09-20-cold-review/B6-instrument-power.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-20-cold-review/B7-grounding.md,docs/review/2026-09-20-cold-review/B7-grounding.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-20-cold-review/B8-noise-emi.md,docs/review/2026-09-20-cold-review/B8-noise-emi.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-20-cold-review/B9-amp-stability.md,docs/review/2026-09-20-cold-review/B9-amp-stability.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-20-cold-review/C1-active-parts.md,docs/review/2026-09-20-cold-review/C1-active-parts.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-20-cold-review/C2-passives.md,docs/review/2026-09-20-cold-review/C2-passives.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-20-cold-review/C3-electromechanical.md,docs/review/2026-09-20-cold-review/C3-electromechanical.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-20-cold-review/C4-sourcing.md,docs/review/2026-09-20-cold-review/C4-sourcing.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-20-cold-review/C5-mcu-boards.md,docs/review/2026-09-20-cold-review/C5-mcu-boards.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-20-cold-review/D1-missing-protection.md,docs/review/2026-09-20-cold-review/D1-missing-protection.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-20-cold-review/D2-missing-testability.md,docs/review/2026-09-20-cold-review/D2-missing-testability.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-20-cold-review/D3-missing-conditioning.md,docs/review/2026-09-20-cold-review/D3-missing-conditioning.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-20-cold-review/D4-missing-diagnostics.md,docs/review/2026-09-20-cold-review/D4-missing-diagnostics.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-20-cold-review/D5-musical-gaps.md,docs/review/2026-09-20-cold-review/D5-musical-gaps.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-20-cold-review/README.md,docs/review/2026-09-20-cold-review/README.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-20-cold-review/verification/README.md,docs/review/2026-09-20-cold-review/verification/README.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-20-cold-review/verification/V1-showstoppers.md,docs/review/2026-09-20-cold-review/verification/V1-showstoppers.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-20-cold-review/verification/V2-load-budget.md,docs/review/2026-09-20-cold-review/verification/V2-load-budget.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-20-cold-review/verification/V3-provenance.md,docs/review/2026-09-20-cold-review/verification/V3-provenance.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-20-cold-review/verification/V4-fix-conflicts.md,docs/review/2026-09-20-cold-review/verification/V4-fix-conflicts.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-20-cold-review/verification/V5-pitch.md,docs/review/2026-09-20-cold-review/verification/V5-pitch.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-20-cold-review/verification/V6-breath.md,docs/review/2026-09-20-cold-review/verification/V6-breath.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-20-cold-review/verification/V7-proportionality.md,docs/review/2026-09-20-cold-review/verification/V7-proportionality.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-20-cold-review/verification/V8-meta.md,docs/review/2026-09-20-cold-review/verification/V8-meta.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-datasheet-reconciliation/ADILF.md,docs/review/2026-09-21-datasheet-reconciliation/ADILF.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-datasheet-reconciliation/BEAD.md,docs/review/2026-09-21-datasheet-reconciliation/BEAD.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-datasheet-reconciliation/HANDOFF-R8.md,docs/review/2026-09-21-datasheet-reconciliation/HANDOFF-R8.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-datasheet-reconciliation/HANDOFF.md,docs/review/2026-09-21-datasheet-reconciliation/HANDOFF.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-datasheet-reconciliation/LED.md,docs/review/2026-09-21-datasheet-reconciliation/LED.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-datasheet-reconciliation/LOGIC.md,docs/review/2026-09-21-datasheet-reconciliation/LOGIC.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-datasheet-reconciliation/MECH.md,docs/review/2026-09-21-datasheet-reconciliation/MECH.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
docs/review/2026-09-21-datasheet-reconciliation/README.md,docs/review/2026-09-21-datasheet-reconciliation/README.md,unmoved-history,Historical record; its path references are stale by design (CLAUDE.md 6)
